ProbeID	PrimaryAccession
A_32_P74391	NM_178460
A_24_P30194	NM_012420
A_23_P20502	NM_130849
A_24_P396720	NM_002709
A_23_P70520	NM_001264
A_23_P51660	NM_012222
A_32_P4495	AW576335
A_23_P128967	NM_005589
A_24_P117053	NM_024509
A_24_P940149	NM_199050
A_23_P203698	AK128620
A_23_P209389	NM_033356
A_23_P212263	NM_139125
A_32_P26401	ENST00000382343
A_23_P388168	NM_002867
A_32_P426044	NM_203408
A_24_P396753	NM_021643
A_32_P207231	AI630435
A_24_P155502	NM_005538
A_23_P1387	NM_032900
A_23_P128956	NM_021260
A_23_P158593	NM_000093
A_32_P191200	AK002005
A_23_P167856	NM_018426
A_23_P81581	NM_001713
A_24_P51279	AL833832
A_23_P144959	NM_004385
A_23_P388150	NM_032562
A_24_P227091	NM_004523
A_32_P761454	AY077696
A_24_P396702	NM_014880
A_24_P242391	NM_003953
A_23_P70547	NM_005527
A_24_P232790	NM_020181
A_32_P87649	NM_001008740
A_23_P36345	NM_006645
A_23_P99226	NM_012240
A_32_P26464	ENST00000329015
A_23_P58706	NM_001040129
A_24_P127491	ENST00000330710
A_24_P893347	THC2655358
A_23_P4223	NM_005831
A_23_P144980	NM_181523
A_24_P60845	NM_000665
A_24_P131697	NM_022899
A_32_P135391	THC2680634
A_24_P928422	ENST00000372313
A_32_P230452	AL549236
A_32_P110016	XM_001128267
A_24_P926229	A_24_P926229
A_32_P204950	BC043001
A_23_P70571	NM_006979
A_23_P211948	NM_023914
A_32_P87697	NM_019111
A_23_P203645	NM_001039618
A_32_P204959	THC2656116
A_24_P5994	BX647159
A_24_P770494	A_24_P770494
A_24_P409904	AK130705
A_32_P135348	NM_033394
A_23_P24004	NM_001547
A_23_P209394	AF009616
A_23_P211957	NM_001024847
A_23_P388170	NM_213568
A_23_P203658	NM_007166
A_23_P99249	NM_003848
A_24_P84340	NM_198828
A_23_P90436	NM_000095
A_24_P931939	A_24_P931939
A_23_P411542	AK094349
A_24_P409910	A_24_P409910
A_32_P26443	A_32_P26443
A_24_P352445	NM_172178
A_23_P372334	NM_144716
A_24_P92823	A_24_P92823
A_23_P211965	NM_001690
A_24_P246397	NM_021147
A_24_P465917	AK057952
A_32_P32585	NM_025180
A_23_P70492	NP103207
A_32_P4403	NM_014117
A_23_P383227	NM_006271
A_24_P150803	NM_002773
A_23_P203665	NM_018367
A_24_P84873	XR_018613
A_23_P372308	NM_020211
A_24_P918441	AK096056
A_24_P303193	BG036557
A_24_P258955	NM_020933
A_23_P418051	ENST00000308092
A_23_P211973	NM_024800
A_24_P303199	NM_019087
A_32_P145639	AK057116
A_24_P388322	NM_199235
A_24_P170439	ENST00000332842
A_23_P36305	NM_033388
A_32_P4433	BU602485
A_32_P204903	CA337741
A_23_P58747	NM_015111
A_23_P44648	NM_030955
A_23_P383258	NM_004293
A_24_P409933	A_24_P409933
A_23_P434430	NM_152262
A_32_P123852	THC2708103
A_23_P167882	NM_052872
A_23_P35484	NM_006229
A_32_P91546	DQ168992
A_23_P44643	NM_016238
A_23_P335957	NM_152232
A_24_P60887	NM_001146
A_23_P50678	NM_139354
A_32_P74366	AF088033
A_32_P140656	ENST00000381298
A_23_P211985	NM_017719
A_24_P221105	XR_018412
A_32_P4466	BC104018
A_23_P216429	NM_017680
A_23_P203601	NM_003356
A_24_P228027	NM_144611
A_23_P136671	NM_001074
A_24_P718223	AW105154
A_23_P58770	NM_004821
A_24_P127082	A_24_P127082
A_24_P554324	AK024336
A_32_P110042	BE719776
A_23_P44674	NM_001311
A_32_P91519	BX102475
A_23_P211997	NM_032970
A_23_P36322	NM_001567
A_24_P376120	NM_032578
A_23_P203613	THC2729336
A_23_P58763	NM_015946
A_24_P374962	NM_018991
A_23_P383278	NM_023078
A_23_P430201	NM_152446
A_24_P910718	A_24_P910718
A_23_P44663	ENST00000238576
A_32_P59086	BX107768
A_23_P44665	NM_145004
A_32_P135336	NR_002556
A_24_P298894	XR_018724
A_24_P868992	A_24_P868992
A_24_P376159	AK090720
A_24_P402090	BC031604
A_23_P203629	NM_173042
A_23_P90211	NM_015649
A_24_P265265	ENST00000366623
A_24_P127442	A_24_P127442
A_23_P35494	AY358137
A_23_P58796	NM_001012761
A_23_P44617	NM_016128
A_24_P918677	A_24_P918677
A_23_P418015	NM_014268
A_24_P924651	AK000924
A_23_P335920	NM_021135
A_24_P298886	A_24_P298886
A_24_P242319	A_24_P242319
A_32_P191285	THC2727164
A_32_P4475	A_32_P4475
A_24_P227017	NM_007190
A_23_P58788	NM_001804
A_23_P354387	NM_013451
A_24_P500771	AL049782
A_24_P554331	AK025173
A_32_P91507	THC2528427
A_24_P409971	NM_144573
A_24_P127411	BC043218
A_24_P770405	BX105278
A_32_P191290	BM045853
A_23_P62173	NM_031274
A_24_P303145	ENST00000382327
A_24_P924602	NM_199293
A_23_P131337	NM_014140
A_23_P1320	NM_021245
A_24_P85322	BC008927
A_23_P90233	NM_024303
A_24_P56073	NM_021200
A_32_P63284	BC036627
A_23_P157380	NM_153033
A_23_P216468	NM_004170
A_24_P127462	XR_018314
A_23_P44636	NM_016238
A_24_P16184	NM_001080438
A_23_P335905	NM_015690
A_23_P44631	NM_014925
A_24_P924671	A_24_P924671
A_24_P89718	NM_024926
A_24_P870176	AF312387
A_24_P806389	THC2615575
A_24_P402080	NM_001025100
A_24_P85375	BC021210
A_23_P146486	NM_017418
A_32_P14894	NM_001014
A_23_P422872	NM_001364
A_24_P150874	BX647930
A_32_P148948	AA004908
A_24_P265274	NM_000089
A_23_P83381	XM_938885
A_23_P53417	NM_006741
A_24_P923195	AW015664
A_23_P418006	NM_178428
A_24_P303160	NM_016218
A_24_P481783	AK023802
A_24_P772921	THC2694420
A_23_P93629	NM_015905
A_24_P242361	NM_012262
A_23_P1343	NM_003473
A_24_P6381	NM_178276
A_23_P3982	NM_032339
A_32_P375543	BC034282
A_24_P303118	NM_033625
A_24_P150665	NM_032167
A_24_P255798	NM_030974
A_24_P131622	NM_007177
A_32_P320247	BC040961
A_24_P374918	AF318380
A_23_P318420	NM_018704
A_32_P356316	NM_002119
A_24_P128341	AF118064
A_24_P242357	NM_012262
A_32_P204989	AF251047
A_23_P90223	NM_152279
A_23_P422851	NM_138375
A_23_P90220	NM_152655
A_24_P913517	A_24_P913517
A_24_P265254	NM_198040
A_32_P211765	THC2576067
A_23_P90497	NM_012276
A_24_P68214	NM_007127
A_24_P89708	NM_000883
A_32_P151244	AK022268
A_24_P128354	AF130069
A_24_P89701	NM_000883
A_24_P85365	BC018681
A_23_P90275	NM_022467
A_23_P1361	NM_002860
A_23_P90273	NM_022467
A_23_P422849	NM_152898
A_24_P127425	XR_018167
A_24_P401185	NM_178555
A_23_P381017	NM_152559
A_24_P131646	NM_000258
A_24_P924631	AL832806
A_24_P128361	AF289562
A_24_P913576	A_24_P913576
A_23_P422831	NM_004816
A_23_P1352	NM_003015
A_23_P157338	NM_198570
A_23_P146444	ENST00000343933
A_23_P354326	AK056275
A_32_P151269	THC2685688
A_24_P219971	NM_017896
A_24_P303127	NM_152687
A_32_P151263	NM_001042
A_23_P318432	NM_138295
A_23_P35427	NM_033637
A_24_P517198	THC2670378
A_23_P212397	NM_015340
A_32_P405010	BC036669
A_23_P25253	NM_015954
A_24_P933530	A_24_P933530
A_23_P90296	NM_004714
A_32_P63266	A_32_P63266
A_32_P449380	NM_001045476
A_23_P35412	NM_001549
A_23_P35414	NM_005398
A_24_P16124	NR_001590
A_23_P93613	NM_013255
A_32_P232837	BX110656
A_24_P201381	NM_152429
A_24_P265218	BC034566
A_23_P354308	AK025204
A_24_P128308	ENST00000380946
A_23_P340728	NM_000021
A_32_P63236	A_32_P63236
A_23_P144317	A_23_P144317
A_23_P111593	NM_004227
A_24_P374984	XR_016712
A_23_P340722	NM_007235
A_23_P35444	NM_032727
A_24_P219952	NM_025021
A_24_P33105	A_24_P33105
A_24_P942870	A_24_P942870
A_23_P141715	NM_015476
A_23_P141717	NM_015476
A_24_P402078	BC027619
A_24_P128312	NM_007135
A_24_P924681	BQ717518
A_24_P913561	AY665468
A_23_P144348	NM_004787
A_24_P232763	ENST00000242848
A_23_P422809	NM_005734
A_24_P870362	BC032907
A_23_P111583	NM_001001547
A_23_P51966	A_23_P51966
A_23_P170246	NM_000276
A_23_P128663	NM_014363
A_32_P212411	AA412217
A_23_P335988	NM_014235
A_23_P318486	NM_001039211
A_23_P335981	NM_173860
A_32_P52046	THC2698177
A_23_P90280	NM_015897
A_23_P25204	NM_213611
A_23_P141738	NM_001007559
A_23_P157371	NM_014888
A_23_P312565	NM_001010925
A_32_P211708	ENST00000380239
A_23_P35467	NM_018464
A_23_P141730	NM_001943
A_24_P54390	NM_170672
A_24_P68275	NM_024617
A_24_P128337	AF111850
A_23_P81640	NM_052909
A_24_P913546	XM_001127140
A_23_P1682	NM_138788
A_24_P914599	Z25431
A_23_P157365	NM_014888
A_24_P73669	NM_002094
A_24_P6305	NM_006013
A_23_P157361	NM_018051
A_23_P313938	AY358854
A_23_P128641	NM_005800
A_23_P35456	NM_014631
A_23_P81650	NM_020199
A_24_P393958	NM_007034
A_32_P210031	AF099740
A_32_P42367	THC2629174
A_24_P913598	S66917
A_24_P402064	NM_007214
A_23_P20494	NM_006096
A_24_P913593	ENST00000367588
A_23_P354341	NM_007053
A_23_P51951	NM_006850
A_23_P157352	NM_016071
A_32_P127052	NM_152395
A_23_P51958	NM_182744
A_24_P667838	THC2548576
A_23_P81660	NM_018368
A_32_P402562	NM_001038704
A_23_P149892	NM_018590
A_32_P52076	BX537551
A_24_P201353	NM_144591
A_23_P20484	NM_201553
A_23_P20480	NM_018310
A_23_P51926	NM_000952
A_32_P62145	BC013423
A_23_P340717	NM_004498
A_23_P167444	NM_014886
A_23_P146431	NM_001080398
A_24_P16143	NM_001007540
A_24_P382533	NM_005386
A_24_P148521	NM_022152
A_23_P158041	NM_001170
A_23_P81676	NM_130396
A_24_P201360	NM_203380
A_24_P201367	NM_001080115
A_24_P34100	NM_145305
A_32_P207390	BG013371
A_23_P136964	NM_000328
A_23_P51936	NM_001561
A_23_P306148	NM_002675
A_23_P141779	NM_014593
A_23_P170233	NM_005213
A_23_P111531	NM_000168
A_23_P327605	NM_032422
A_23_P141770	NM_003826
A_23_P89410	NM_003766
A_24_P484196	H92965
A_32_P159884	BX098411
A_23_P209011	Y12059
A_23_P4190	NM_025149
A_24_P794648	NR_001574
A_24_P98555	NM_018472
A_23_P51906	NM_012394
A_23_P337033	NM_012384
A_23_P312536	NM_198150
A_24_P297680	BC063633
A_23_P111525	BX648200
A_32_P199573	AK094995
A_23_P70688	NM_004271
A_23_P158024	NM_007234
A_23_P1782	NM_002231
A_23_P128609	NM_005073
A_23_P81612	NM_003135
A_24_P325118	BC040504
A_23_P20458	NM_005285
A_32_P142160	A_32_P142160
A_23_P212307	NM_182903
A_24_P213783	NM_000993
A_23_P313961	NM_005793
A_32_P199529	THC2780599
A_23_P111517	NM_022479
A_23_P170213	NM_001040214
A_32_P127019	THC2701088
A_23_P414713	NM_032423
A_23_P128613	NM_024089
A_23_P104046	NM_006085
A_23_P51918	NM_033127
A_23_P158053	NM_024112
A_23_P212339	NM_024513
A_23_P4179	ENST00000300458
A_23_P149858	NM_152310
A_23_P209032	NM_018443
A_24_P933580	AB063115
A_23_P158059	NM_017873
A_23_P149852	NM_032429
A_24_P165450	NM_024686
A_32_P52632	AK127374
A_32_P761797	BC064430
A_23_P99285	NM_006143
A_23_P20443	NM_021020
A_23_P111506	ENST00000342773
A_24_P325107	NM_020940
A_24_P940441	BC034487
A_32_P199551	NM_001040100
A_24_P413479	NM_021258
A_23_P141764	NM_003826
A_23_P158007	NM_032799
A_24_P413470	NM_005427
A_24_P654066	XR_015848
A_23_P10232	NM_017935
A_23_P394809	NM_001390
A_24_P201323	NM_006624
A_24_P382579	NM_000915
A_23_P149847	NM_032429
A_23_P112289	NM_003275
A_32_P4071	AL831865
A_32_P199506	BU191598
A_23_P55649	NM_001462
A_23_P327643	AK002200
A_23_P306105	NM_020474
A_23_P70634	NM_002511
A_24_P789471	AA432215
A_23_P209055	NM_001771
A_32_P100683	AK092338
A_32_P42313	THC2676963
A_23_P149834	NM_007055
A_24_P462725	AK023328
A_23_P10206	NM_005328
A_24_P483213	A_24_P483213
A_23_P394874	NM_148676
A_24_P743907	AB209070
A_23_P20463	NM_006265
A_24_P333901	NM_015284
A_32_P87703	NM_005911
A_24_P885910	A_24_P885910
A_32_P4792	AK057820
A_24_P792075	AI435457
A_32_P124475	THC2552443
A_24_P936232	AL122074
A_24_P99244	NM_002009
A_24_P382591	NM_001009924
A_23_P209066	THC2616195
A_23_P4161	AB023218
A_23_P4160	NR_003108
A_24_P731132	AF219140
A_23_P99292	NM_006479
A_23_P106844	NM_005953
A_32_P156136	NM_024561
A_24_P812265	A_24_P812265
A_24_P923303	A_24_P923303
A_23_P103690	NM_006589
A_23_P212379	NM_020208
A_23_P149818	NM_080599
A_23_P112296	NM_000787
A_23_P149813	NM_012425
A_23_P149812	NM_012425
A_32_P11733	THC2743491
A_24_P325146	AJ406940
A_23_P125596	NM_014496
A_23_P313993	L25597
A_24_P726399	AK075052
A_24_P363745	NM_014665
A_32_P87769	NM_203301
A_24_P413437	NM_007363
A_23_P209088	NM_007263
A_24_P462777	AK058115
A_23_P212360	NM_006641
A_23_P368558	ENST00000186436
A_24_P50567	A_24_P50567
A_24_P325176	BC108274
A_23_P20437	NM_032862
A_24_P659122	NM_001013685
A_32_P135091	NM_018301
A_32_P110751	NM_001967
A_23_P313981	NM_005024
A_24_P940477	XM_925839
A_23_P70677	AK058186
A_23_P70670	NM_004233
A_32_P124461	AK129743
A_23_P209098	NM_001492
A_23_P103672	NM_006617
A_23_P24375	NM_017670
A_32_P196247	THC2674530
A_23_P81683	NM_148963
A_23_P4112	NM_004160
A_24_P162172	NM_025137
A_24_P162173	NM_001149
A_23_P106874	NM_031293
A_23_P20427	NM_015178
A_24_P940426	NM_206855
A_23_P51986	NM_181873
A_24_P301837	NM_007232
A_23_P383132	NM_015094
A_32_P21222	DQ786194
A_23_P81690	NM_001865
A_23_P112220	NM_002195
A_23_P106806	NM_031948
A_24_P814872	A_24_P814872
A_32_P503015	AF116666
A_24_P483283	BG199525
A_23_P51996	NM_007269
A_23_P125588	NM_022144
A_24_P363711	NM_001926
A_24_P117709	NM_018717
A_23_P128698	NM_005842
A_24_P333993	NM_001001957
A_24_P73599	NM_172217
A_24_P18621	NM_153207
A_24_P301846	NM_175085
A_23_P36050	NM_001005202
A_32_P26738	AB032969
A_23_P106814	A_23_P106814
A_24_P918147	AK023391
A_24_P918792	BF355106
A_23_P58419	NM_002253
A_23_P99204	AK096935
A_32_P135043	THC2636523
A_24_P929524	THC2534212
A_23_P70660	NM_017633
A_24_P211797	NM_178231
A_24_P232696	NM_139071
A_23_P383118	AB040944
A_23_P58427	NM_032518
A_23_P112201	NM_015061
A_23_P4101	BC088374
A_23_P106822	NM_014062
A_24_P258800	NM_032484
A_32_P91468	BX104057
A_23_P335695	AK023854
A_23_P373819	NM_001004125
A_24_P518369	XR_015501
A_24_P764595	A_24_P764595
A_23_P77933	NM_002472
A_24_P764598	NM_080392
A_23_P106835	NM_031885
A_24_P93896	NM_199077
A_24_P659113	NM_152523
A_32_P69456	THC2719293
A_24_P728604	XM_208930
A_24_P176572	NM_018553
A_23_P70648	NM_000865
A_24_P705701	A_24_P705701
A_23_P70643	AK026774
A_23_P339818	NM_183376
A_32_P13555	THC2687340
A_32_P93782	NM_000987
A_23_P58407	NM_001076
A_23_P44586	NM_004255
A_23_P112260	NM_004125
A_23_P44581	NM_014287
A_23_P77908	NM_152908
A_23_P61280	NM_012133
A_24_P82466	NM_201433
A_24_P914095	CB269608
A_23_P99216	NM_015918
A_32_P145159	A_32_P145159
A_23_P36018	NM_014312
A_23_P383101	AB033009
A_32_P231427	A_32_P231427
A_23_P158096	AK021957
A_32_P99280	AW797858
A_32_P11	THC2521656
A_23_P125519	NM_001007
A_24_P131580	NM_031313
A_32_P69475	ENST00000379870
A_24_P131589	NM_006889
A_32_P135007	AL110237
A_24_P93874	BC016740
A_32_P231415	AF132203
A_23_P58464	NM_018939
A_24_P456802	A_24_P456802
A_23_P44569	NM_000392
A_24_P228130	NM_001001437
A_24_P286345	NM_020861
A_23_P61268	NM_016458
A_24_P93887	NM_017592
A_24_P258846	NM_172390
A_23_P215599	NM_182691
A_32_P69441	THC2739236
A_24_P182183	NM_001152
A_24_P918706	THC2534144
A_24_P739106	BF509481
A_24_P929558	BX117524
A_24_P211709	NM_003399
A_24_P227326	NM_173587
A_23_P112275	NM_005458
A_23_P77971	NM_000419
A_24_P673063	NM_001444
A_23_P90510	NM_138393
A_24_P127543	A_24_P127543
A_23_P44534	U92817
A_32_P194383	XR_016528
A_23_P125533	NM_033215
A_24_P396489	ENST00000375590
A_32_P69492	AK025631
A_24_P904845	AK021804
A_24_P93855	NM_001012426
A_32_P140742	NM_001040710
A_32_P32653	BC036626
A_23_P58443	NM_020690
A_24_P351906	NM_024636
A_32_P69465	ENST00000378820
A_23_P106887	NM_004960
A_23_P44546	NM_001004285
A_23_P125505	NM_006240
A_32_P77369	AV701505
A_24_P924104	NP109438
A_24_P242440	NM_003780
A_23_P90311	NM_182919
A_32_P13565	THC2683527
A_32_P216030	BX115137
A_32_P512061	NR_002188
A_23_P106898	NM_152288
A_23_P58497	NM_032175
A_32_P191735	CK820941
A_23_P93543	NM_000288
A_24_P158881	AK001979
A_23_P318300	NM_133646
A_24_P918714	THC2674191
A_23_P61255	AK054786
A_23_P125553	NM_001006683
A_32_P74075	BC023330
A_24_P227350	THC2495068
A_32_P13533	THC2679516
A_23_P422794	NM_173685
A_24_P765923	AK021985
A_23_P157495	NM_005605
A_24_P382130	NM_032141
A_24_P127517	A_24_P127517
A_23_P154208	NM_017567
A_23_P99275	NM_002258
A_23_P141699	NM_032510
A_24_P918740	NM_000038
A_23_P61222	AJ002425
A_23_P49060	NM_003710
A_23_P90333	NM_001033719
A_24_P56363	NM_030925
A_24_P265162	NM_030917
A_24_P73535	NM_017924
A_24_P764519	BM666433
A_32_P102581	BG708379
A_32_P143850	BC024198
A_23_P90339	NM_007165
A_32_P196287	THC2652466
A_24_P554040	BF509345
A_23_P141680	NM_017679
A_23_P93562	NM_014454
A_23_P125579	NM_021242
A_23_P141688	NM_006868
A_23_P61230	NM_004712
A_24_P93810	BC001027
A_24_P227375	AB210045
A_24_P913431	AK131423
A_24_P68819	NM_152994
A_23_P90320	NM_013359
A_23_P58489	NM_024091
A_24_P265177	BC022325
A_32_P764462	AK097855
A_23_P386320	NM_033316
A_32_P13113	NM_153364
A_24_P68814	NM_133637
A_32_P143803	A_32_P143803
A_23_P77980	NM_000342
A_23_P44505	NM_003597
A_24_P93828	BC007357
A_23_P61202	NM_058190
A_24_P924143	A_24_P924143
A_23_P49041	NM_024956
A_23_P90357	NM_201636
A_32_P202013	NM_001039762
A_24_P765975	AK056182
A_24_P706873	BU627449
A_24_P127528	NM_001042367
A_23_P170186	NM_017570
A_32_P63342	AA903587
A_23_P77993	NM_006688
A_24_P918752	AK000368
A_23_P85082	NM_139282
A_23_P49052	NM_001080541
A_24_P522976	AL049991
A_23_P318348	NM_152771
A_24_P232659	NM_152437
A_24_P419220	BC033638
A_23_P120812	NM_020070
A_24_P265111	NM_005937
A_32_P143824	THC2559002
A_24_P464476	A_24_P464476
A_23_P157452	NM_005034
A_24_P855152	CV800748
A_23_P93514	NM_025059
A_24_P348203	NM_025061
A_24_P348208	NM_017656
A_23_P49021	NM_025234
A_23_P354694	NM_003882
A_24_P6083	NM_213720
A_24_P913405	A_24_P913405
A_24_P419239	NM_001006943
A_23_P386331	NM_030793
A_23_P390984	AK090969
A_32_P63365	AL566369
A_32_P105694	THC2705431
A_32_P193347	THC2718406
A_24_P128140	NM_015476
A_32_P188226	AI700316
A_24_P522998	NM_001002912
A_24_P265135	NM_014671
A_23_P49033	NM_003099
A_23_P154235	NM_004688
A_23_P157478	NM_015941
A_24_P56330	NM_152324
A_23_P120839	NM_001008697
A_23_P90369	NM_033420
A_32_P124580	THC2610143
A_24_P800978	CR749708
A_32_P165340	NM_003133
A_23_P70534	NM_001003693
A_24_P654792	THC2684874
A_24_P924183	BC108736
A_23_P85893	NM_144580
A_24_P654798	THC2778959
A_23_P120845	NM_005080
A_24_P924185	S81524
A_24_P419211	NM_004685
A_24_P134834	NM_032276
A_24_P402115	BC034962
A_24_P943888	AB075822
A_23_P49009	NM_153613
A_24_P933418	NM_005759
A_23_P418199	ENST00000325151
A_24_P147849	A_24_P147849
A_23_P318380	NM_173574
A_23_P422718	NM_006502
A_24_P930551	THC2585049
A_24_P402106	NM_017844
A_24_P618077	BG167658
A_23_P90383	NM_000980
A_24_P6030	BC045820
A_23_P157416	NM_032164
A_23_P327183	AK097925
A_23_P386384	NM_152377
A_24_P16470	AF035027
A_24_P649874	AA827885
A_24_P33213	A_24_P33213
A_23_P318396	NM_198700
A_24_P758323	NM_198462
A_24_P393880	NM_153649
A_24_P419276	NM_021045
A_24_P930582	A_24_P930582
A_24_P134816	NM_182557
A_24_P360078	NM_006726
A_23_P120860	NM_003634
A_32_P63324	THC2700145
A_24_P310946	NM_007357
A_24_P649829	AK023338
A_23_P157460	NM_018660
A_23_P51487	NM_018284
A_23_P157465	NM_005671
A_23_P141600	AY358510
A_24_P924543	CB854194
A_23_P10385	NM_016448
A_24_P16420	NP106190
A_23_P327156	AK094893
A_23_P141606	NM_000386
A_32_P188263	AW383740
A_24_P275585	NM_022784
A_23_P335661	AB028976
A_24_P162485	NM_000037
A_24_P712193	XR_018960
A_23_P212089	NM_031419
A_24_P162482	NM_012330
A_23_P354609	AK095583
A_24_P134863	NM_198510
A_24_P712198	NP102221
A_23_P355824	NM_015246
A_23_P157435	NM_015878
A_23_P365327	ENST00000369746
A_32_P143880	NM_015955
A_24_P617278	XR_018978
A_24_P348265	NM_133280
A_24_P371425	NM_032166
A_23_P141636	NM_014740
A_24_P912523	AL566169
A_23_P405129	NM_000428
A_24_P325281	AF130093
A_24_P419250	NM_170692
A_23_P87580	NM_012404
A_23_P120883	NM_002133
A_23_P157405	NM_016139
A_23_P157404	NM_057089
A_23_P386398	BC036917
A_23_P70566	NM_022110
A_24_P369154	NM_002721
A_24_P401491	NM_198469
A_23_P141624	NM_030967
A_32_P210572	NM_001024594
A_24_P933458	AJ488203
A_23_P120899	NM_000395
A_24_P930597	BG259864
A_24_P930596	A_24_P930596
A_23_P20793	A_23_P20793
A_24_P943815	NM_004650
A_24_P333857	NM_032291
A_23_P327140	NM_020914
A_23_P70794	NM_016277
A_23_P306240	AY138548
A_23_P141656	NM_001388
A_24_P16430	A_24_P16430
A_24_P794366	AK022102
A_24_P73730	NM_014157
A_32_P210525	AA854957
A_24_P65373	NM_000419
A_24_P191417	NM_005966
A_23_P212034	AL831922
A_24_P134850	NM_020715
A_24_P393844	NM_001384
A_23_P422724	NM_000943
A_23_P340457	NM_016129
A_23_P70785	NM_001624
A_24_P855187	AL832059
A_24_P369172	THC2527975
A_24_P924504	M96686
A_32_P210516	AK024566
A_24_P935345	AY358191
A_23_P422778	NM_172108
A_23_P209564	NM_024843
A_23_P49725	BC093991
A_24_P642426	AI051572
A_24_P419286	NM_017539
A_24_P16417	NM_152744
A_23_P20777	NM_033117
A_24_P382026	NM_020679
A_32_P199664	THC2660197
A_23_P4096	NM_000717
A_23_P368624	NM_000748
A_24_P943802	AK128047
A_24_P393864	NM_006608
A_24_P812172	A_24_P812172
A_32_P124538	THC2758091
A_23_P327134	AF116673
A_32_P127339	THC2550353
A_23_P141665	NM_014565
A_32_P752261	AL050042
A_24_P73702	NM_018378
A_24_P382017	NM_018427
A_24_P414952	NM_022484
A_23_P4082	NM_006584
A_24_P933492	NM_178566
A_23_P112187	NM_032843
A_32_P4349	THC2546004
A_24_P393811	NM_019026
A_24_P764690	THC2494257
A_23_P20752	NM_178432
A_24_P325215	U68068
A_23_P406957	NM_138778
A_32_P199607	BI820554
A_23_P409951	NM_004152
A_32_P87074	AK022150
A_23_P368645	NM_003659
A_32_P124521	A_32_P124521
A_24_P255896	A_24_P255896
A_32_P165823	AI431972
A_23_P158318	NM_004560
A_23_P422766	NM_172193
A_24_P822704	NM_001005209
A_23_P212073	NM_207296
A_23_P4074	NM_145054
A_24_P162454	NM_001042506
A_23_P209578	NM_013445
A_24_P333802	NM_032121
A_23_P103588	NM_005518
A_24_P346725	AK001094
A_32_P87043	AJ412029
A_23_P306215	NM_145175
A_24_P119535	BC013097
A_24_P940327	BC006080
A_23_P306211	NM_145175
A_23_P347432	NM_181870
A_23_P406928	ENST00000361567
A_32_P69956	THC2619175
A_23_P4069	NM_001004313
A_24_P393838	NM_014765
A_32_P38003	ENST00000379156
A_23_P4060	AK026312
A_32_P177797	BC053632
A_23_P388301	NM_173566
A_32_P156017	THC2753719
A_32_P207054	NM_013986
A_23_P20732	NM_012204
A_24_P119505	BC007399
A_24_P778607	AK090897
A_23_P70733	NM_014626
A_24_P363477	NM_013393
A_23_P158330	NM_019076
A_23_P4052	AK026312
A_23_P212050	NM_000055
A_32_P26299	THC2708826
A_24_P731000	AU149534
A_24_P943840	AK074138
A_23_P388331	NM_001187
A_23_P20743	NM_032342
A_32_P177741	A_32_P177741
A_24_P43391	NM_018475
A_32_P156006	BC018099
A_24_P325205	NM_003471
A_24_P915117	A_24_P915117
A_23_P306234	NM_152551
A_24_P531133	ENST00000357954
A_32_P440095	NR_002936
A_23_P153586	NM_006003
A_32_P165836	NM_177966
A_23_P212061	NM_007289
A_24_P148836	NM_173546
A_23_P59988	NM_054028
A_24_P162423	BC034289
A_23_P51419	ENST00000367561
A_23_P70719	NM_000426
A_23_P20713	NM_000606
A_24_P940310	ENST00000270201
A_23_P51410	NM_022743
A_24_P396994	NM_001690
A_24_P490704	THC2560073
A_23_P306933	NM_139283
A_32_P461386	AK057355
A_23_P368681	NM_015660
A_23_P411353	NM_152694
A_23_P10356	NM_021777
A_23_P4036	NM_018469
A_23_P20728	NM_003086
A_24_P325264	AF118086
A_24_P162412	BC030654
A_23_P125495	NM_004065
A_23_P209538	NM_017991
A_32_P145490	A_32_P145490
A_24_P912587	XM_944412
A_23_P20722	NM_003086
A_24_P346762	NM_025182
A_24_P631948	XR_018334
A_23_P70701	NM_017519
A_32_P140489	NM_001001557
A_23_P368691	NM_005691
A_23_P59960	NM_031461
A_23_P212042	NM_005929
A_24_P936779	BC009009
A_23_P59967	A_23_P59967
A_23_P51479	NM_005478
A_32_P221256	NM_203481
A_24_P659202	THC2527772
A_32_P68942	NM_001029999
A_24_P940375	A_24_P940375
A_32_P110655	AY730280
A_32_P4324	THC2788120
A_32_P86436	THC2644389
A_32_P60459	AB188491
A_23_P411379	NM_178508
A_24_P211869	NM_015396
A_23_P203488	NM_000543
A_23_P388379	NM_207303
A_23_P58538	ENST00000379659
A_32_P48615	A_32_P48615
A_23_P20704	NM_002171
A_32_P4294	BX111152
A_32_P495952	BC020909
A_24_P772061	NM_021130
A_23_P383031	NM_032449
A_23_P136405	NM_005018
A_23_P58521	NM_001007233
A_23_P203498	NM_006074
A_23_P99027	NM_002834
A_23_P4007	NM_004860
A_23_P208119	NM_024430
A_23_P112100	AL161971
A_23_P58529	NM_014473
A_24_P936758	AK074614
A_23_P47616	NM_004476
A_23_P47614	NM_003311
A_24_P940354	A_24_P940354
A_23_P321485	NM_173827
A_24_P48539	NM_003830
A_24_P211842	NM_178128
A_23_P36157	NM_018093
A_24_P211849	NM_020417
A_23_P59950	NM_015359
A_32_P198647	A_32_P198647
A_23_P44494	NM_003471
A_23_P112113	NM_014846
A_24_P286412	NM_014478
