Probe Set ID	UniGene ID
1450327_at	Mm.8032
1450328_at	Mm.159041
1450329_a_at	Mm.95518
1450330_at	Mm.874
1450331_s_at	Mm.458977
1450332_s_at	Mm.385180
1450333_a_at	Mm.272747
1450334_at	Mm.157689
1450335_at	---
1450336_at	---
1450337_a_at	Mm.23788
1450338_x_at	Mm.458976
1450339_a_at	Mm.392694
1450340_a_at	Mm.24882
1450341_at	Mm.348052
1450342_at	Mm.439764
1450343_at	Mm.160382
1450344_a_at	Mm.30424
1450345_at	Mm.182053
1450346_at	Mm.33336
1450347_at	Mm.261601
1450348_at	Mm.261542
1450349_at	Mm.439759
1450350_a_at	Mm.103560
1450351_a_at	Mm.241109
1450352_at	Mm.5133
1450353_at	Mm.222536
1450354_a_at	Mm.293591
1450355_a_at	Mm.18626
1450356_at	Mm.154808
1450357_a_at	Mm.8007
1450358_at	Mm.472492
1450359_at	Mm.56933
1450360_at	Mm.44463
1450361_at	Mm.1386
1450362_at	---
1450363_at	Mm.34785
1450364_a_at	Mm.17771
1450365_at	Mm.379312
1450366_at	Mm.384468
1450367_at	---
1450368_a_at	Mm.41840
1450369_at	Mm.8024
1450370_a_at	Mm.160172
1450371_at	Mm.110730
1450372_a_at	Mm.422997
1450373_at	---
1450374_at	Mm.207078
1450375_at	Mm.86487
1450376_at	Mm.2154
1450377_at	Mm.4159
1450378_at	Mm.154457
1450379_at	Mm.138876
1450380_at	Mm.275054
1450381_a_at	Mm.347398
1450382_at	Mm.297109
1450383_at	Mm.3213
1450384_at	Mm.24044
1450385_at	Mm.25548
1450386_at	Mm.25548
1450387_s_at	Mm.462929
1450388_s_at	Mm.10153
1450389_s_at	Mm.217214
1450390_x_at	Mm.324762
1450391_a_at	Mm.272197
1450392_at	Mm.277376
1450393_a_at	Mm.273170
1450394_at	Mm.250936
1450395_at	Mm.42253
1450396_at	Mm.290422
1450397_at	Mm.4173
1450398_at	Mm.68998
1450399_at	Mm.998
1450400_at	Mm.171323
1450401_at	Mm.171323
1450402_at	Mm.12926
1450403_at	Mm.293120
1450404_at	Mm.22702
1450405_at	Mm.276293
1450406_a_at	Mm.251002
1450407_a_at	Mm.269088
1450408_at	Mm.270587
1450409_a_at	Mm.28955
1450410_a_at	Mm.28955
1450411_at	Mm.440181
1450412_at	Mm.36746
1450413_at	Mm.144089
1450414_at	Mm.144089
1450415_at	Mm.391106
1450416_at	Mm.262059
1450417_a_at	Mm.37987
1450418_a_at	Mm.41891
1450419_at	Mm.379160
1450420_at	Mm.42135
1450421_at	Mm.137222
1450422_a_at	Mm.281714
1450423_s_at	Mm.11480
1450424_a_at	Mm.422756
1450425_a_at	Mm.276574
1450426_at	Mm.283137
1450427_at	Mm.283137
1450428_at	Mm.4965
1450429_at	Mm.30290
1450430_at	Mm.2019
1450431_a_at	Mm.279923
1450432_s_at	Mm.27697
1450433_at	Mm.473794
1450434_s_at	Mm.390903
1450435_at	Mm.260568
1450436_s_at	Mm.20437
1450437_a_at	Mm.4974
1450438_at	Mm.4974
1450439_at	Mm.248353
1450440_at	Mm.88367
1450441_at	Mm.473744
1450442_at	Mm.104155
1450443_at	Mm.265610
1450444_a_at	Mm.22690
1450445_at	Mm.2529
1450446_a_at	Mm.130
1450447_at	Mm.202383
1450448_at	Mm.20911
1450449_a_at	Mm.41180
1450450_at	Mm.331970
1450451_at	Mm.153429
1450452_a_at	Mm.24201
1450453_a_at	Mm.39200
1450454_at	Mm.206737
1450455_s_at	Mm.380356
1450456_at	Mm.155643
1450457_at	Mm.266871
1450458_at	Mm.2537
1450459_at	Mm.269928
1450460_at	Mm.34043
1450461_at	Mm.31630
1450462_at	Mm.236081
1450463_at	Mm.24593
1450464_at	Mm.163132
1450465_at	Mm.434459
1450466_at	Mm.434459
1450467_at	Mm.20425
1450468_at	Mm.10694
1450469_at	Mm.439815
1450470_at	---
1450471_at	Mm.7320
1450472_s_at	Mm.7320
1450473_at	Mm.12862
1450474_at	Mm.219429
1450475_at	Mm.5194
1450476_at	Mm.297251
1450477_at	Mm.439670
1450478_a_at	Mm.319117
1450479_x_at	Mm.319117
1450480_a_at	Mm.10193
1450481_at	Mm.479
1450482_a_at	Mm.246804
1450483_at	Mm.40016
1450484_a_at	Mm.271839
1450485_at	Mm.35784
1450486_a_at	Mm.285075
1450487_at	Mm.207061
1450488_at	Mm.31505
1450489_at	Mm.214361
1450490_at	Mm.12955
1450491_at	Mm.471597
1450492_at	Mm.445778
1450493_at	Mm.191035
1450494_x_at	Mm.322502
1450495_a_at	Mm.8217
1450496_a_at	Mm.283406
1450497_at	Mm.57247
1450498_at	Mm.89959
1450499_at	Mm.342686
1450500_at	Mm.389214
1450501_at	Mm.5007
1450502_at	Mm.473695
1450503_at	Mm.4951
1450504_a_at	Mm.141230
1450505_a_at	Mm.25311
1450506_a_at	Mm.34109
1450507_at	Mm.436650
1450508_at	Mm.4496
1450509_at	Mm.360747
1450510_a_at	Mm.334658
1450511_at	Mm.16148
1450512_at	Mm.448571
1450513_at	Mm.140157
1450514_at	Mm.358645
1450515_at	Mm.333863
1450516_a_at	Mm.279780
1450517_at	Mm.56955
1450518_at	Mm.330897
1450519_a_at	Mm.19111
1450520_at	Mm.445912
1450521_a_at	Mm.246559
1450522_a_at	Mm.24350
1450523_at	Mm.260861
1450524_at	Mm.103738
1450525_at	Mm.5098
1450526_at	Mm.391203
1450527_at	Mm.278336
1450528_at	Mm.154783
1450529_at	Mm.57004
1450530_at	Mm.226435
1450531_at	Mm.441651
1450532_at	Mm.46431
1450533_a_at	Mm.287857
1450534_x_at	Mm.466882
1450535_at	Mm.34372
1450536_s_at	Mm.34372
1450537_at	Mm.131097
1450538_s_at	Mm.436621
1450539_at	Mm.389993
1450540_x_at	Mm.389993
1450541_at	Mm.4608
1450542_s_at	Mm.326653
1450543_at	Mm.420987
1450544_at	Mm.333229
1450545_a_at	Mm.25620
1450546_at	Mm.143724
1450547_x_at	Mm.389967
1450548_at	Mm.5040
1450549_s_at	Mm.254233
1450550_at	Mm.4461
1450551_x_at	---
1450552_at	Mm.159369
1450553_at	Mm.57124
1450554_at	Mm.41981
1450555_at	Mm.193025
1450556_at	Mm.32881
1450557_at	Mm.432528
1450558_at	Mm.20471
1450559_at	Mm.36763
1450560_a_at	Mm.295009
1450561_a_at	Mm.347512
1450562_at	Mm.377095
1450563_at	Mm.218286
1450564_x_at	Mm.57127
1450565_at	Mm.3006
1450566_at	Mm.983
1450567_a_at	Mm.2423
1450568_at	Mm.6219
1450569_a_at	Mm.276338
1450570_a_at	Mm.4360
1450571_a_at	Mm.275937
1450572_at	Mm.377076
1450573_at	Mm.376094
1450574_at	Mm.377079
1450575_at	Mm.330405
1450576_a_at	Mm.358633
1450577_at	Mm.211411
1450578_at	Mm.377114
1450579_x_at	Mm.377114
1450580_at	Mm.444976
1450581_at	Mm.390805
1450582_at	---
1450583_s_at	Mm.473195
1450584_at	Mm.207763
1450585_at	Mm.377133
1450586_at	Mm.377078
1450587_at	Mm.347438
1450588_at	Mm.377108
1450589_at	Mm.390736
1450590_at	Mm.88845
1450591_at	Mm.377120
1450592_at	Mm.377109
1450593_at	Mm.377093
1450594_at	Mm.377097
1450595_at	Mm.436285
1450596_at	Mm.445781
1450597_at	Mm.377130
1450598_at	Mm.377143
1450599_at	Mm.434332
1450600_at	Mm.419144
1450601_at	Mm.377153
1450602_at	Mm.431974
1450603_s_at	Mm.425336
1450604_at	Mm.330390
1450605_at	Mm.377132
1450606_at	Mm.57030
1450607_s_at	Mm.388865
1450608_at	Mm.8048
1450609_at	Mm.196708
1450610_at	Mm.377116
1450611_at	Mm.381399
1450612_a_at	Mm.2731
1450613_x_at	Mm.377093
1450614_x_at	Mm.377089
1450615_at	Mm.377124
1450616_at	Mm.377125
1450617_at	---
1450618_a_at	Mm.6853
1450619_x_at	---
1450620_at	---
1450621_a_at	Mm.440164
1450622_at	Mm.3758
1450623_at	Mm.30141
1450624_at	Mm.329582
1450625_at	Mm.10299
1450626_at	Mm.280536
1450627_at	Mm.265264
1450628_at	Mm.305754
1450629_at	Mm.33207
1450630_at	Mm.436579
1450631_x_at	---
1450632_at	Mm.318359
1450633_at	Mm.21075
1450634_at	Mm.217787
1450635_at	Mm.195224
1450636_s_at	Mm.195224
1450637_a_at	Mm.4665
1450638_at	Mm.371609
1450639_at	Mm.29510
1450640_x_at	Mm.136093
1450641_at	Mm.268000
1450642_at	Mm.138091
1450643_s_at	Mm.210323
1450644_at	Mm.235132
1450645_at	Mm.1536
1450646_at	Mm.140158
1450647_at	Mm.291533
1450648_s_at	Mm.254067
1450649_at	Mm.41780
1450650_at	Mm.60590
1450651_at	Mm.60590
1450652_at	Mm.272085
1450653_at	Mm.23520
1450654_a_at	Mm.100290
1450655_at	Mm.245395
1450656_at	Mm.193925
1450657_at	Mm.126873
1450658_at	Mm.112933
1450659_at	Mm.7956
1450660_at	Mm.35856
1450661_x_at	Mm.426936
1450662_at	Mm.471656
1450663_at	Mm.26688
1450664_at	Mm.18974
1450665_at	Mm.18974
1450666_s_at	Mm.248906
1450667_a_at	Mm.58836
1450668_s_at	Mm.215667
1450669_at	Mm.185026
1450670_at	Mm.167781
1450671_at	Mm.22830
1450672_a_at	Mm.439964
1450673_at	Mm.269384
1450674_at	Mm.298798
1450675_at	Mm.271819
1450676_at	Mm.27663
1450677_at	Mm.16753
1450678_at	Mm.1137
1450679_at	Mm.208619
1450680_at	Mm.828
1450681_at	Mm.10815
1450682_at	Mm.142716
1450683_at	Mm.24183
1450684_at	Mm.4866
1450685_at	Mm.247837
1450686_at	Mm.126984
1450687_at	Mm.281018
1450688_at	Mm.43777
1450689_at	Mm.449428
1450690_at	Mm.401648
1450691_at	Mm.383737
1450692_at	Mm.383091
1450693_at	Mm.44606
1450694_at	Mm.4234
1450695_at	Mm.30155
1450696_at	Mm.390983
1450697_at	Mm.37586
1450698_at	Mm.4729
1450699_at	Mm.196558
1450700_at	Mm.140601
1450701_a_at	Mm.272533
1450702_at	Mm.2681
1450703_at	Mm.4676
1450704_at	---
1450705_at	Mm.279907
1450706_a_at	Mm.22085
1450707_at	Mm.266972
1450708_at	Mm.5038
1450709_at	Mm.426634
1450710_at	Mm.25059
1450711_at	Mm.253518
1450712_at	Mm.261168
1450713_at	Mm.38496
1450714_at	Mm.250214
1450715_at	Mm.15537
1450716_at	Mm.1421
1450717_at	---
1450718_at	Mm.425294
1450719_at	Mm.5346
1450720_at	Mm.359831
1450721_at	Mm.359831
1450722_at	Mm.28379
1450723_at	Mm.42242
1450724_at	Mm.304976
1450725_s_at	Mm.306954
1450726_at	Mm.104900
1450727_a_at	Mm.197493
1450728_at	Mm.29730
1450729_at	Mm.12863
1450730_at	Mm.12863
1450731_s_at	Mm.200792
1450732_a_at	Mm.197387
1450733_at	Mm.197387
1450734_at	Mm.87114
1450735_at	Mm.27831
1450736_a_at	Mm.440281
1450737_at	Mm.306482
1450738_at	Mm.41379
1450739_at	Mm.202966
1450740_a_at	Mm.143877
1450741_at	Mm.73276
1450742_at	Mm.27291
1450743_s_at	Mm.260545
1450744_at	Mm.21288
1450745_at	Mm.102752
1450746_at	Mm.248266
1450747_at	Mm.248266
1450748_at	Mm.23298
1450749_a_at	Mm.3507
1450750_a_at	Mm.3507
1450751_at	Mm.9500
1450752_at	Mm.4872
1450753_at	Mm.34613
1450754_at	Mm.273084
1450755_at	Mm.200859
1450756_s_at	Mm.12665
1450757_at	Mm.1571
1450758_at	Mm.440084
1450759_at	Mm.385759
1450760_a_at	Mm.39999
1450761_s_at	Mm.309296
1450762_s_at	Mm.417427
1450763_x_at	Mm.159091
1450764_at	Mm.314046
1450765_a_at	Mm.290622
1450766_at	Mm.290622
1450767_at	Mm.288980
1450768_at	Mm.382
1450769_s_at	Mm.357953
1450770_at	Mm.318710
1450771_at	Mm.39101
1450772_at	Mm.22182
1450773_at	Mm.425316
1450774_at	Mm.246697
1450775_at	Mm.459300
1450776_at	Mm.200898
1450777_at	Mm.3065
1450778_a_at	Mm.214569
1450779_at	Mm.3644
1450780_s_at	Mm.157190
1450781_at	Mm.157190
1450782_at	Mm.20355
1450783_at	Mm.439751
1450784_at	Mm.331573
1450785_at	Mm.208379
1450786_x_at	Mm.117709
1450787_at	Mm.254370
1450788_at	Mm.148800
1450789_at	Mm.57052
1450790_at	Mm.441333
1450791_at	Mm.2740
1450792_at	Mm.46301
1450793_at	Mm.60906
1450794_at	Mm.6190
1450795_at	Mm.57061
1450796_at	Mm.228661
1450797_a_at	Mm.29055
1450798_at	---
1450799_at	Mm.44245
1450800_at	Mm.213002
1450801_at	Mm.117130
1450802_at	Mm.207081
1450803_at	Mm.267570
1450804_at	Mm.256342
1450805_at	Mm.338890
1450806_at	Mm.25362
1450807_at	Mm.159670
1450808_at	Mm.56951
1450809_at	Mm.138766
1450810_at	Mm.57155
1450811_at	Mm.57084
1450812_at	Mm.378888
1450813_a_at	Mm.44379
1450814_a_at	Mm.27546
1450815_s_at	Mm.422716
1450816_at	Mm.859
1450817_at	Mm.216072
1450818_a_at	Mm.29513
1450819_at	Mm.335096
1450820_a_at	Mm.442448
1450821_at	Mm.255025
1450822_at	Mm.177539
1450823_at	Mm.134360
1450824_at	Mm.228798
1450825_at	Mm.218784
1450826_a_at	Mm.14277
1450827_at	Mm.259374
1450828_at	Mm.317009
1450829_at	Mm.116683
1450830_a_at	Mm.450141
1450831_at	Mm.389520
1450832_at	Mm.103825
1450833_at	Mm.240607
1450834_at	Mm.63450
1450835_a_at	Mm.198399
1450836_at	Mm.266665
1450837_at	Mm.333439
1450838_x_at	Mm.10474
1450839_at	Mm.407415
1450840_a_at	Mm.30478
1450841_at	Mm.2863
1450842_a_at	Mm.290563
1450843_a_at	Mm.22708
1450844_at	Mm.66264
1450845_a_at	Mm.21848
1450846_at	Mm.21848
1450847_at	Mm.290027
1450848_at	Mm.29028
1450849_at	Mm.426956
1450850_at	Mm.277812
1450851_at	Mm.2654
1450852_s_at	Mm.24816
1450853_at	Mm.103638
1450854_at	Mm.4742
1450855_at	Mm.293599
1450856_at	Mm.293599
1450857_a_at	Mm.277792
1450858_a_at	Mm.49884
1450859_s_at	Mm.49884
1450860_at	Mm.286830
1450861_at	Mm.126106
1450862_at	Mm.3655
1450863_a_at	Mm.393242
1450864_at	Mm.329243
1450865_s_at	Mm.7328
1450866_a_at	Mm.44225
1450867_at	Mm.44225
1450868_at	Mm.28326
1450869_at	Mm.241282
1450870_at	Mm.27348
1450871_a_at	Mm.4606
1450872_s_at	Mm.157545
1450873_at	Mm.41800
1450874_at	Mm.215034
1450875_at	Mm.409670
1450876_at	Mm.8655
1450877_at	Mm.266668
1450878_at	Mm.96211
1450879_at	Mm.247138
1450880_at	Mm.203928
1450881_s_at	Mm.379269
1450882_s_at	Mm.379269
1450883_a_at	Mm.18628
1450884_at	Mm.18628
1450885_at	Mm.41433
1450886_at	Mm.42045
1450887_at	Mm.291708
1450888_at	Mm.274308
1450889_at	Mm.209650
1450890_a_at	Mm.205647
1450891_at	Mm.29452
1450892_a_at	Mm.3974
1450893_a_at	Mm.289795
1450894_a_at	Mm.18946
1450895_a_at	Mm.439970
1450896_at	Mm.35059
1450897_at	Mm.35059
1450898_at	Mm.280077
1450899_at	Mm.2998
1450900_at	Mm.276386
1450901_a_at	Mm.276386
1450902_at	Mm.28721
1450903_at	Mm.196846
1450904_at	Mm.241387
1450905_at	Mm.256712
1450906_at	Mm.256712
1450907_at	Mm.30043
1450908_at	Mm.3941
1450909_at	Mm.3941
1450910_at	Mm.44529
1450911_at	Mm.390199
1450912_at	Mm.4046
1450913_at	Mm.398181
1450914_at	Mm.140
1450915_at	Mm.21185
1450916_at	Mm.216257
1450917_at	Mm.272115
1450918_s_at	Mm.22845
1450919_at	Mm.391267
1450920_at	Mm.22592
1450921_at	Mm.430710
1450922_a_at	Mm.18213
1450923_at	Mm.18213
1450924_at	Mm.392934
1450925_a_at	Mm.30120
1450926_at	Mm.371615
1450927_at	Mm.161726
1450928_at	---
1450929_at	Mm.305561
1450930_at	Mm.443017
1450931_at	Mm.441054
1450932_s_at	Mm.441054
1450933_at	Mm.355614
1450934_at	Mm.260084
1450935_at	Mm.2213
1450936_a_at	Mm.29017
1450937_at	Mm.235300
1450938_at	Mm.22347
1450939_at	Mm.2824
1450940_at	Mm.18218
1450941_at	Mm.247473
1450942_at	Mm.29622
1450943_at	Mm.46623
1450944_at	Mm.41329
1450945_at	Mm.222178
1450946_at	Mm.20422
1450947_at	Mm.34431
1450948_a_at	Mm.295499
1450949_at	Mm.28127
1450950_at	Mm.14910
1450951_at	Mm.14910
1450952_at	Mm.34145
1450953_at	Mm.45179
1450954_at	Mm.23335
1450955_s_at	Mm.157119
1450956_at	Mm.440852
1450957_a_at	Mm.471607
1450958_at	Mm.856
1450959_at	Mm.334138
1450960_at	Mm.3919
1450961_a_at	Mm.41605
1450962_at	Mm.4223
1450963_at	Mm.422979
1450964_a_at	Mm.366315
1450965_at	Mm.391476
1450966_at	Mm.28197
1450967_at	Mm.386788
1450968_at	Mm.181933
1450969_at	Mm.335385
1450970_at	Mm.19039
1450971_at	Mm.1360
1450972_at	Mm.248391
1450973_s_at	Mm.330501
1450974_at	Mm.255607
1450975_at	Mm.103724
1450976_at	Mm.30837
1450977_s_at	Mm.30837
1450978_at	Mm.3400
1450979_at	Mm.33709
1450980_at	Mm.142112
1450981_at	Mm.157770
1450982_at	Mm.27842
1450983_at	Mm.328945
1450984_at	Mm.104744
1450985_a_at	Mm.104744
1450986_at	Mm.220367
1450987_a_at	Mm.22511
1450988_at	Mm.42103
1450989_at	Mm.5090
1450990_at	Mm.22515
1450991_at	Mm.440590
1450992_a_at	Mm.356578
1450993_at	Mm.379454
1450994_at	Mm.6710
1450995_at	Mm.2135
1450996_at	Mm.249525
1450997_at	Mm.25559
1450998_at	Mm.292297
1450999_a_at	Mm.46136
1451000_at	Mm.28963
1451001_at	Mm.27027
1451002_at	Mm.154581
1451003_at	Mm.193041
1451004_at	Mm.314338
1451005_at	Mm.362118
1451006_at	Mm.11223
1451007_at	Mm.306903
1451008_at	Mm.252110
1451009_at	Mm.46159
1451010_at	Mm.294617
1451011_at	Mm.299073
1451012_a_at	Mm.458000
1451013_at	Mm.284462
1451014_at	Mm.57252
1451015_at	Mm.290692
1451016_at	Mm.215335
1451017_at	Mm.141276
1451018_at	Mm.34212
1451019_at	Mm.29561
1451020_at	Mm.394930
1451021_a_at	Mm.30262
1451022_at	Mm.321990
1451023_at	Mm.389461
1451024_at	Mm.33065
1451025_at	Mm.291247
1451026_at	Mm.29795
1451027_at	Mm.197534
1451028_at	Mm.197534
1451029_at	Mm.6967
1451030_at	Mm.27085
1451031_at	Mm.42095
1451032_at	Mm.46163
1451033_a_at	Mm.10100
1451034_at	Mm.259321
1451035_a_at	Mm.30085
1451036_at	Mm.272475
1451037_at	Mm.325643
1451038_at	Mm.29262
1451039_at	Mm.180338
1451040_at	Mm.28109
1451041_at	Mm.276024
1451042_a_at	Mm.289150
1451043_at	Mm.143818
1451044_at	Mm.35353
1451045_at	Mm.33490
1451046_at	Mm.390068
1451047_at	Mm.193
1451048_at	Mm.289329
1451049_at	Mm.17
1451050_at	Mm.158936
1451051_a_at	Mm.276063
1451052_at	Mm.288641
1451053_a_at	Mm.101191
1451054_at	Mm.4777
1451055_at	Mm.138278
1451056_at	Mm.18347
1451057_x_at	Mm.433257
1451058_at	Mm.440291
1451059_at	Mm.251599
1451060_at	Mm.270003
1451061_at	Mm.46124
1451062_a_at	Mm.151332
1451063_at	Mm.390411
1451064_a_at	Mm.289936
1451065_a_at	Mm.28222
1451066_at	Mm.397541
1451067_at	Mm.30068
1451068_s_at	Mm.391885
1451069_at	Mm.400129
1451070_at	Mm.205830
1451071_a_at	Mm.280103
1451072_a_at	Mm.21281
1451073_at	Mm.355894
1451074_at	Mm.274360
1451075_s_at	Mm.29490
1451076_s_at	Mm.379278
1451077_at	Mm.399372
1451078_at	Mm.183076
1451079_at	Mm.22456
1451080_at	Mm.371692
1451081_a_at	Mm.178818
1451082_at	Mm.469958
1451083_s_at	Mm.24174
1451084_at	Mm.28336
1451085_at	Mm.291713
1451086_s_at	Mm.292510
1451087_at	Mm.38816
1451088_a_at	Mm.182340
1451089_a_at	Mm.371682
1451090_a_at	Mm.218851
1451091_at	Mm.28622
1451092_a_at	Mm.270975
1451093_at	Mm.18579
1451094_at	Mm.41757
1451095_at	Mm.2942
1451096_at	Mm.21669
1451097_at	Mm.9684
1451098_at	Mm.41596
1451099_at	Mm.66056
1451100_a_at	Mm.473703
1451101_a_at	Mm.352374
1451102_at	Mm.28910
1451103_at	Mm.202152
1451104_a_at	Mm.216386
1451105_at	Mm.22856
1451106_at	Mm.165979
1451107_at	Mm.28904
1451108_at	Mm.136973
1451109_a_at	Mm.279923
1451110_at	Mm.140619
1451111_at	Mm.267812
1451112_s_at	Mm.222867
1451113_a_at	Mm.30234
1451114_at	Mm.28858
1451115_at	Mm.1635
1451116_at	Mm.439974
1451117_a_at	Mm.167868
1451118_a_at	Mm.294695
1451119_a_at	Mm.297992
1451120_at	Mm.361617
1451121_a_at	Mm.277634
1451122_at	Mm.29847
1451123_at	Mm.41760
1451124_at	Mm.276325
1451125_at	Mm.404420
1451126_at	Mm.289680
1451127_at	Mm.24642
1451128_s_at	Mm.458209
1451129_at	Mm.2755
1451130_at	Mm.41890
1451131_at	Mm.29924
1451132_at	Mm.65906
1451133_s_at	Mm.254845
1451134_a_at	Mm.28626
1451135_at	Mm.271756
1451136_a_at	Mm.29041
1451137_a_at	Mm.45602
1451138_x_at	Mm.334193
1451139_at	Mm.276829
1451140_s_at	Mm.33649
1451141_at	Mm.282641
1451142_at	Mm.256624
1451143_at	Mm.260890
1451144_at	Mm.28057
1451145_s_at	Mm.275989
1451146_at	Mm.254997
1451147_x_at	Mm.22524
1451148_at	Mm.18539
1451149_at	Mm.2325
1451150_at	Mm.255150
1451151_s_at	Mm.255150
1451152_a_at	Mm.4550
1451153_a_at	Mm.247752
1451154_a_at	Mm.398543
1451155_at	Mm.398543
1451156_s_at	Mm.4141
1451157_at	Mm.249986
1451158_at	Mm.209265
1451159_at	Mm.275266
1451160_s_at	Mm.227506
1451161_a_at	Mm.2254
1451162_at	Mm.358714
1451163_at	Mm.29346
1451164_a_at	Mm.29484
1451165_at	Mm.385020
1451166_a_at	Mm.45686
1451167_at	Mm.45686
1451168_a_at	Mm.30016
1451169_at	Mm.274811
1451170_s_at	Mm.274811
1451171_at	Mm.244703
1451172_at	Mm.288737
1451173_at	Mm.269413
1451174_at	Mm.33498
1451175_at	Mm.86437
1451176_at	Mm.287226
1451177_at	Mm.46746
1451178_at	Mm.436553
1451179_a_at	Mm.384135
1451180_a_at	Mm.28738
1451181_at	Mm.313244
1451182_s_at	Mm.24262
1451183_at	Mm.288689
1451184_at	Mm.425170
1451185_at	Mm.29743
1451186_at	Mm.34109
1451187_at	Mm.42072
1451188_at	Mm.289082
1451189_at	Mm.161149
1451190_a_at	Mm.29660
1451191_at	Mm.4757
1451192_a_at	Mm.25806
1451193_x_at	Mm.25806
1451194_at	Mm.218862
1451195_a_at	Mm.204670
1451196_at	Mm.277533
1451197_s_at	Mm.270044
1451198_at	Mm.270044
1451199_at	Mm.275354
1451200_at	Mm.402393
1451201_s_at	Mm.279485
1451202_at	Mm.290704
1451203_at	Mm.404074
1451204_at	Mm.83840
1451205_at	Mm.368
1451206_s_at	Mm.273905
1451207_at	Mm.27199
1451208_at	Mm.458018
1451209_at	Mm.390821
1451210_at	Mm.28873
1451211_a_at	Mm.276294
1451212_at	Mm.26542
1451213_at	Mm.20901
1451214_at	Mm.57295
1451215_at	Mm.29889
1451216_at	Mm.269248
1451217_a_at	Mm.272253
1451218_at	Mm.21596
1451219_at	Mm.212846
1451220_at	Mm.473771
1451221_at	Mm.139738
1451222_at	Mm.379178
1451223_a_at	Mm.379178
1451224_at	Mm.102278
1451225_at	Mm.8681
1451226_at	Mm.299399
1451227_a_at	Mm.19931
1451228_a_at	Mm.25210
1451229_at	Mm.206218
1451230_a_at	Mm.512
1451231_a_at	Mm.291707
1451232_at	Mm.30246
1451233_at	Mm.3399
1451234_at	Mm.35661
1451235_at	Mm.87027
1451236_at	Mm.46233
1451237_s_at	Mm.76911
1451238_at	Mm.278477
1451239_a_at	Mm.440571
1451240_a_at	Mm.261984
1451241_at	Mm.172674
1451242_a_at	Mm.3294
1451243_at	Mm.291048
1451244_a_at	Mm.18810
1451245_at	Mm.138039
1451246_s_at	Mm.3488
1451247_at	Mm.271975
1451248_at	Mm.251804
1451249_at	Mm.275720
1451250_at	Mm.41812
1451251_at	Mm.271997
1451252_at	Mm.274237
1451253_at	Mm.29515
1451254_at	Mm.282743
1451255_at	Mm.4067
1451256_at	Mm.28597
1451257_at	Mm.267478
1451258_at	Mm.46395
1451259_at	Mm.21911
1451260_at	Mm.331583
1451261_s_at	Mm.204991
1451262_a_at	Mm.200499
1451263_a_at	Mm.582
1451264_at	Mm.2962
1451265_at	Mm.379170
1451266_at	Mm.30052
1451267_at	Mm.41463
1451268_at	Mm.165810
1451269_at	Mm.291607
1451270_at	Mm.32588
1451271_a_at	Mm.293233
1451272_a_at	Mm.337238
1451273_x_at	Mm.275341
1451274_at	Mm.276348
1451275_at	Mm.268922
1451276_at	Mm.268922
1451277_at	Mm.147052
1451278_a_at	Mm.33167
1451279_at	Mm.288860
1451280_at	Mm.297444
1451281_at	Mm.24124
1451282_at	Mm.247642
1451283_at	Mm.25632
1451284_at	Mm.248769
1451285_at	Mm.277680
1451286_s_at	Mm.277680
1451287_s_at	Mm.24838
1451288_s_at	Mm.297512
1451289_at	Mm.393242
1451290_at	Mm.196239
1451291_at	Mm.46614
1451292_at	Mm.196782
1451293_at	Mm.239997
1451294_s_at	Mm.249110
1451295_a_at	Mm.333388
1451296_x_at	Mm.277091
1451297_at	Mm.26207
1451298_at	Mm.273254
1451299_at	Mm.290338
1451300_a_at	Mm.159637
1451301_at	Mm.291880
1451302_at	Mm.293255
1451303_at	Mm.224076
1451304_at	Mm.163766
1451305_at	Mm.294441
1451306_at	Mm.281149
1451307_at	Mm.379158
1451308_at	Mm.83949
1451309_at	Mm.22413
1451310_a_at	Mm.930
1451311_a_at	Mm.259976
1451312_at	Mm.28712
1451313_a_at	Mm.76694
1451314_a_at	Mm.76649
1451315_at	Mm.46529
1451316_a_at	Mm.235175
1451317_at	Mm.23998
1451318_a_at	Mm.317331
1451319_at	Mm.384023
1451320_at	Mm.128411
1451321_a_at	Mm.28309
1451322_at	Mm.28108
1451323_at	Mm.38948
1451324_s_at	Mm.12831
1451325_at	Mm.12831
1451326_at	Mm.335427
1451327_a_at	Mm.196618
1451328_at	Mm.329650
1451329_at	Mm.49041
1451330_a_at	Mm.296202
1451331_at	Mm.45372
1451332_at	Mm.40325
1451333_a_at	---
1451334_at	Mm.472794
1451335_at	Mm.34609
1451336_at	Mm.210336
1451337_at	Mm.146984
1451338_at	Mm.436702
1451339_at	Mm.23352
1451340_at	Mm.34316
1451341_s_at	Mm.4863
1451342_at	Mm.334160
1451343_at	Mm.41453
1451344_at	Mm.41681
1451345_at	Mm.28500
1451346_at	Mm.28500
1451347_at	Mm.266301
1451348_at	Mm.295397
1451349_at	Mm.331727
1451350_a_at	Mm.4756
1451351_at	Mm.38436
1451352_s_at	Mm.277668
1451353_at	Mm.221412
1451354_at	Mm.138512
1451355_at	Mm.45019
1451356_at	Mm.218657
1451357_at	Mm.358710
1451358_a_at	Mm.273804
1451359_at	Mm.284649
1451360_at	Mm.59812
1451361_a_at	Mm.389243
1451362_at	Mm.34027
1451363_a_at	Mm.259845
1451364_at	Mm.292739
1451365_at	Mm.41022
1451366_at	Mm.3981
